UID,survey_id,prompt_number,prompt_id,prompt,response,clauses_text_final,voice,idx,abstraction_score,abstraction_score_normalized
2164.03,2164,3,3,Change is,"Difficult, frustrating, fearful yet beautiful, profound and transforming - The universal-will is always in flux, and how I align myself with this movement has a direct effect on my peace of mind.","['Difficult frustrating fearful yet beautiful profound and', 'transforming The universal', 'will is always in flux and', 'how I align myself with this movement', 'has a direct effect on my peace of mind']","['P_get_x', 'A_def', 'P_bevb_x', 'A_def', 'A_pron_x']",157,"[0.25, 0.14, 0.14, 0.22, 0.25]","[1.0, 0.56, 0.56, 0.88, 1.0]"
2166.15,2166,15,41,Privacy,is to be respected and not invaded. Different people have different requirements for privacy.,"['is to be respected and', 'not invaded', 'Different people have different requirements for privacy']","['P_bevb_x', 'A_def', 'P_bevb_x']",158,"[0.25, 0.14, 0.25]","[1.0, 0.56, 1.0]"
2167.11,2167,11,39,What I like to do best is,Meditate and rest in bliss. In that place and space there is nothing ever missing and the mind can finally stop seeking and just shut up and be. I also enjoy snuggling my children and cat.,"['Meditate and', 'rest in bliss', 'In that place and space there is nothing and', 'ever missing', 'the mind can finally stop seeking and', 'just shut up and be', 'I also enjoy snuggling my children and cat']","['A_def', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_pron_x']",159,"[0.14, 0.14, 0.25, 0.14, 0.25, 0.14, 0.25]","[0.56, 0.56, 1.0, 0.56, 1.0, 0.56, 1.0]"
2167.26,2167,26,26,When I get mad,"I get angry and sometimes I express it alone, other times it gets repressed, other times I feel it move through me. Other times I express it and my mind vents itself through various ways. I am not afraid of getting mad, only careful not to hurt other beings with that mad if it arises. Sometimes the anger energy is directed by the soul and does something that re-directs another being in a way that I would not normally do myself. It does not happen much, but it does occur. I can tell when it is that and we my ego is just being reactive.","['I get angry and', 'sometimes I express it alone other times', 'it gets repressed other times', 'I feel', 'it move through me', 'Other times I express it and my mind', 'vents itself through various ways', 'I am not afraid of', 'getting mad only careful not to hurt other beings with that mad', 'if it arises', 'Sometimes the anger energy is directed by the soul and', 'does something', 'that re', 'directs another being in a way', 'that I would not normally do myself', 'It does not happen much', 'but it does occur', 'I can tell', 'when it is that', 'and we my ego is just being reactive']","['P_get_x', 'A_def', 'A_def', 'A_def', 'A_def', 'A_pron_x', 'A_def', 'P_bevb_x', 'P_get_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_pron_x']",160,"[0.22, 0.22, 0.14, 0.22, 0.14, 0.22, 0.14, 0.22, 0.25, 0.12, 0.25, 0.14, 0.14, 0.25, 0.22, 0.25, 0.25, 0.25, 0.14, 0.25]","[0.88, 0.88, 0.56, 0.88, 0.56, 0.88, 0.56, 0.88, 1.0, 0.48, 1.0, 0.56, 0.56, 1.0, 0.88, 1.0, 1.0, 1.0, 0.56, 1.0]"
2170.02,2170,2,2,When I am criticized,"if I am depleted, I tend to take the criticism as an attack.  When I am full, I see the criticism as feedback from someone else, discern what I find helpful in my own growth, and how I want to respond given the core message they are trying to deliver and the situation in total.","['if I am depleted', 'I tend to take the criticism as an attack', 'When I am full', 'I see', 'the criticism as feedback from someone else discern', 'what I find helpful in my own growth and', 'I want how to respond', 'given the core message and the situation in total', 'they are trying to deliver']","['P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'A_pron_x', 'A_def', 'A_def', 'P_bevb_x']",161,"[0.22, 0.25, 0.22, 0.22, 0.25, 0.22, 0.22, 0.25, 0.14]","[0.88, 1.0, 0.88, 0.88, 1.0, 0.88, 0.88, 1.0, 0.56]"
2170.05,2170,5,5,Being with other people,"is a joy and a challenge.  I find people fascinating.  I love hearing their stories, their dreams and their challenges.  Every person brings a different perspective to the world.  They are both my teachers and students.  My physical consciousness is changed by each person I meet and interact with -- sometimes consciously, sometimes not.  Each person is different each time I interact with them, and yet they are not.  Experiencing these differences and similarities helps me grow and evolve.  In these interactions, up until now I tend to absorb others\' energy (or rather it resonates with energy already inside of me).  I continue to practice staying with what is in this moment so that as my energy \""goes up and down\"" with that resonance, it does not get stuck in my body.","['is a joy and a challenge', 'I find people fascinating', 'I love hearing their stories their dreams and their challenges', 'Every person brings a different perspective to the world', 'They are both my teachers and students', 'My physical consciousness is changed by each person', 'I meet and', 'interact with sometimes', 'consciously sometimes not Each person is different each time', 'I interact with them', 'and yet they are not Experiencing these differences and similarities', 'helps', 'me grow and', 'evolve In these interactions up until now', 'I tend to absorb others energy or already inside of me', 'rather it resonates with energy', 'I continue to practice staying with', 'what is in this moment', 'as my energy goes up and down with that resonance', 'not get', 'so that it does stuck in my body']","['P_bevb_x', 'A_def', 'A_pron_x', 'A_def', 'A_pron_x', 'A_pron_x', 'A_def', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'A_pron_x', 'A_def', 'A_pron_x']",162,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.22, 0.25, 0.25, 0.25, 0.25, 0.14, 0.14, 0.25, 0.22, 0.14, 0.25, 0.14, 0.25, 0.14, 0.25]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.88, 1.0, 1.0, 1.0, 1.0, 0.56, 0.56, 1.0, 0.88, 0.56, 1.0, 0.56, 1.0, 0.56, 1.0]"
2177.16,2177,16,16,I feel sorry,I feel sorry when a situation deteriorates knowing it was caused by misperceptions and miscommunication.,"['I feel sorry', 'when a situation deteriorates knowing', 'it was caused by misperceptions and miscommunication']","['P_get_x', 'A_def', 'P_bevb_x']",163,"[0.22, 0.14, 0.25]","[0.88, 0.56, 1.0]"
2178.01,2178,1,1,Raising a family,"is a cosmos raising its fullness. The concrete, subtle and causal flourishing emerges from an ocean of eternal wholeness. Within each moment is an eternity birthing an eternity in motion and this motion gestures and forms its way through matter, through emotion, through mind, through spirit. Family is this; a collective flourishing of a fullness nested within an emptiness. Every face, context, emotional, mental, and causal articulation, is the One ocean weaving its vast impregnated soul in a myriad of nuances. Every face is one collective motion through all levels all layer of concrete, subtle causal. Every face is the One eternal face. Raising a family is the Divine-as-parent embracing the Divine-as-child, both embracing as Godhead and becoming each nuanced heart of the illusion of other. The sacred heart is everywhere and is the fabric is everything. The family is a small collective nested within the ocean of constituting God-threads.","['is a cosmos', 'raising its fullness', 'The concrete subtle and causal flourishing emerges from an ocean of eternal wholeness Within each moment is an eternity', 'birthing an eternity in motion and this motion gestures and through spirit Family', 'forms its way through matter through emotion through mind', 'is this a collective flourishing of a fullness', 'nested within an emptiness', 'Every face context emotional mental and causal articulation is the One ocean', 'weaving its vast impregnated soul in a myriad of nuances', 'Every face is one collective motion through all levels all layer of concrete subtle causal', 'Every face is the One eternal face', 'Raising a family', 'is the Divine as parent', 'embracing the Divine as', 'child both embracing as Godhead and', 'becoming each nuanced heart of the illusion of other The sacred heart', 'is everywhere and', 'is the fabric', 'is everything', 'The family is a small collective', 'nested within the ocean of', 'constituting God threads']","['P_bevb_x', 'A_pron_x', 'P_bevb_x', 'A_def', 'A_pron_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_pron_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_def']",164,"[0.25, 0.14, 0.25, 0.14, 0.14, 0.25, 0.14, 0.25, 0.25, 0.25, 0.25, 0.14, 0.14, 0.25, 0.25, 0.25, 0.14, 0.25, 0.14, 0.25, 0.25, 0.25]","[1.0, 0.56, 1.0, 0.56, 0.56, 1.0, 0.56, 1.0, 1.0, 1.0, 1.0, 0.56, 0.56, 1.0, 1.0, 1.0, 0.56, 1.0, 0.56, 1.0, 1.0, 1.0]"
2178.05,2178,5,5,Being with other people,"Is like sitting within the sacred heart of God. We are all in the room of Its expansive heart, embracing us, passing through us, forming every bit of who we are and the life that holds us. Being with other people allows a \&#039;sliding\&#039; of the self within \&#039;me\&#039; to become the multiplicity of selfs that are the fullness of the emptiness of the One. Here we are at the same time above all the motion, above all the qualities, and at one with all the motions and all the qualities; to simultaneously be beyond the many, and infused as the many, taking on all the faces of the Divines self as one own heart; the heart of the heart that both holds us all and is the fabric of us all.","['Is like', 'sitting within the sacred heart of God', 'We are all in the room of Its expansive heart', 'embracing us passing through us forming every bit of and the life', 'who we are', 'that holds', 'us Being with other people', 'allows', 'a sliding of the self within me to become the multiplicity of selfs', 'that are the fullness of the emptiness of the One', 'Here we are at the same time above all the motion above all the qualities and at one with all the motions and all the qualities', 'to simultaneously be beyond the many and', 'infused as', 'the many taking on all the faces of the Divines self as one own heart the heart of the heart', 'that both holds us all and', 'is the fabric of us all']","['P_bevb_x', 'A_def', 'A_pron_x', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x']",165,"[0.22, 0.25, 0.22, 0.25, 0.14, 0.14, 0.14, 0, 0.25, 0.14, 0.14, 0.14, 0.14, 0.25, 0.14, 0.25]","[0.88, 1.0, 0.88, 1.0, 0.56, 0.56, 0.56, 0.0, 1.0, 0.56, 0.56, 0.56, 0.56, 1.0, 0.56, 1.0]"
2178.09,2178,9,9,Education,"is the mind of meaning making being propelled by the \&#039;Mind\&quot; of god to move and interact with itself to arrive at what feels like moments of fruition. At a wider holding, there is no need to make meaning, but within that, the one Ocean serves itself as threads through time and in space forming an evolution of matter, to mind, to soul, to illumination…in this trajectory, education is the process by which the whole feeds the whole to fulfill its desire to create meaning, and then go beyond it…however, the creation of the meaning and the creation of the no need to make meaning, are the majestic causal forces; an eternity forming endless distinction that beautifully build upon each other as the Causal Ocean creates a fullness within an emptiness.","['is the mind of meaning making being propelled by the Mind of god to move and', 'interact with itself', 'to arrive at', 'what feels like moments of fruition At a wider holding', 'there is no need but', 'to make meaning', 'within that the one Ocean serves itself as threads through time and', 'forming an evolution of matter in this trajectory education', 'to mind to soul to illumination', 'in space is the process', 'by which the whole feeds the whole', 'to fulfill its desire and', 'to create meaning', 'then go beyond it however', 'to make meaning', 'the creation of the meaning and the creation of the no need are the majestic causal forces', 'forming endless distinction', 'that beautifully build upon each other as the Causal Ocean', 'an eternity creates a fullness within an emptiness']","['P_bevb_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'A_def', 'A_pron_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'A_def']",166,"[0.14, 0.25, 0.12, 0.14, 0.14, 0.14, 0.25, 0.25, 0.14, 0.25, 0.25, 0.14, 0.25, 0.14, 0.14, 0.25, 0.25, 0.25, 0.25]","[0.56, 1.0, 0.48, 0.56, 0.56, 0.56, 1.0, 1.0, 0.56, 1.0, 1.0, 0.56, 1.0, 0.56, 0.56, 1.0, 1.0, 1.0, 1.0]"
2178.12,2178,12,12,A good boss,"identifies with every employee as an expression and outpouring of the One. He or she can \&#039;slide\&#039; into multiple perspectives and qualities of being, and stage perspectives simultaneously, while at the same time identify with something beyond these perspectives and qualities. A good boss is moved and constituted by the Source. Actions are initiated by a following forth of a fullness emerging from a Wholeness, moving through the boss and forming the boss. Knowings come straight from the causal whole, about how to move and about the complex dynamics that arise within group life. The \&#039;call\&#039; is the natural resting into the ever-present Ocean of Delight. The response is the causal sacred heart that exists through the outside to the inside and vice versa interpenetrating with and illuminating the actions of the individual in the form of a boss. But to stop here, portrays an image of unity as a veil separate from the unity within division. A good boss is an uprightness that is expressed through every stage of development, through multiple faces as the causal wholeness moves through and forms the multiple layers of the collective &#x28;concrete, subtle, causal, and beyond&#x29;. A good boss could never be an expression of one perspective, even a huge perspective, even a unity perspective. To do that renders the unity perspective incomplete and divided. A good boss is the stone that emanates antiquity and profound spaciousness. A good boss is the tree that grows towards the sun. A good boss, is the squirrel that remains forever committed to the qualities of squirrel. A good boss is the six year old that cares for the two year old and the infant who cries out in need. A good boss, is the teenager that rebels against his or her family collective and the 28 year old who gives up knowing everything and begins to learn something. A good boss is everywhere as threads of the eternal ocean articulating itself in infinite ways; a multiplicity of faces, qualities, perspectives and capacity for perspective taking. The embodiment of the first person perspective is a good boss as is an embodiment of the 7th person perspective. The good Boss is the whole thing, the entire fullness, across its whole spectrum; a simultaneous impregnation of the One through the Many; a simultaneous expression of a unity as a multiplicity as a unity.","['identifies with every employee as an expression and outpouring of the One', 'He or she can slide into multiple perspectives and qualities of being and stage perspectives simultaneously', 'while at the same time identify with something beyond these perspectives and qualities', 'A good boss is moved and', 'constituted by the Source Actions', 'are initiated by', 'a following forth of a fullness', 'emerging from a Wholeness', 'moving through the boss and', 'forming the boss about the complex dynamics', 'Knowings come straight from the causal whole about', 'how to move and', 'that arise within group life', 'The call is', 'the natural resting into the ever present Ocean of Delight', 'The response is the causal sacred heart', 'that exists through the outside to the inside and vice versa', 'interpenetrating with and', 'illuminating the actions of the individual in the form of a boss But', 'to stop here', 'portrays an image of unity as a veil separate from the unity within division', 'A good boss is an uprightness', 'that is expressed through every stage of development through multiple faces as', 'the causal wholeness moves through and forms the multiple layers of the collective concrete subtle causal and beyond A good boss', 'could never be an expression of one perspective even a huge perspective even a unity perspective', 'To do', 'that renders the unity perspective incomplete and divided', 'A good boss is the stone', 'that emanates antiquity and profound spaciousness', 'A good boss is the tree', 'that grows towards the sun', 'A good boss is the squirrel', 'that remains', 'forever committed to the qualities of squirrel', 'A good boss is the six year old', 'that cares for the two year old and the infant', 'who cries out in need', 'A good boss is the teenager that rebels against his or her family collective and the 28 year old', 'who gives up knowing everything and', 'begins to learn something', 'A good boss is everywhere', 'articulating itself in infinite ways', 'a multiplicity of faces qualities perspectives and capacity for perspective', 'taking The embodiment of the first person perspective', 'as threads of the eternal ocean is a good boss', 'as is an embodiment of the 7th person perspective', 'The good Boss is the whole thing the entire fullness across its whole spectrum a simultaneous impregnation of the One through the Many a simultaneous expression of a unity as a multiplicity as a unity']","['A_def', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'A_def', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'P_get_x', 'P_bevb_x', 'A_def', 'A_def', 'A_pron_x', 'A_def', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_pron_x']",167,"[0.14, 0.25, 0.25, 0.14, 0.25, 0.14, 0.14, 0.14, 0.14, 0.25, 0.25, 0.14, 0.14, 0.25, 0.25, 0.25, 0.25, 0.14, 0.25, 0.14, 0.14, 0.14, 0.25, 0.25, 0.25, 0.0, 0.25, 0.14, 0.25, 0.14, 0.14, 0.14, 0.14, 0.25, 0.14, 0.25, 0.25, 0.25, 0.14, 0.14, 0.14, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]","[0.56, 1.0, 1.0, 0.56, 1.0, 0.56, 0.56, 0.56, 0.56, 1.0, 1.0, 0.56, 0.56, 1.0, 1.0, 1.0, 1.0, 0.56, 1.0, 0.56, 0.56, 0.56, 1.0, 1.0, 1.0, 0.0, 1.0, 0.56, 1.0, 0.56, 0.56, 0.56, 0.56, 1.0, 0.56, 1.0, 1.0, 1.0, 0.56, 0.56, 0.56, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
